state,signal,date,issue,lag,value,stderr,sample_size,geo_type,data_source
IL,smoothed_cli,2021-03-23,2021-03-28,5,0.5776442,0.0654897,10639.0438,state,fb-survey
IN,smoothed_cli,2021-03-23,2021-03-28,5,0.8844516,0.111718,5722.0073,state,fb-survey
KS,smoothed_cli,2021-03-23,2021-03-28,5,0.6031789,0.1319907,2999.0317,state,fb-survey
KY,smoothed_cli,2021-03-23,2021-03-28,5,0.7838413,0.12655,3969.188,state,fb-survey
LA,smoothed_cli,2021-03-23,2021-03-28,5,0.7328063,0.121295,3466.3677,state,fb-survey
MA,smoothed_cli,2021-03-23,2021-03-28,5,0.3244721,0.0769351,4908.0125,state,fb-survey
MD,smoothed_cli,2021-03-23,2021-03-28,5,0.5486908,0.1025558,4250.9982,state,fb-survey
ME,smoothed_cli,2021-03-23,2021-03-28,5,0.9043487,0.1985349,1908,state,fb-survey
MI,smoothed_cli,2021-03-23,2021-03-28,5,0.7090192,0.0693595,11454.0347,state,fb-survey
MN,smoothed_cli,2021-03-23,2021-03-28,5,0.7344967,0.1157432,4403.3549,state,fb-survey
MO,smoothed_cli,2021-03-23,2021-03-28,5,0.5522815,0.0959604,4843.596,state,fb-survey
MS,smoothed_cli,2021-03-23,2021-03-28,5,0.9091056,0.1696843,2431.5242,state,fb-survey
MT,smoothed_cli,2021-03-23,2021-03-28,5,0.4537665,0.170152,1316.6353,state,fb-survey
NC,smoothed_cli,2021-03-23,2021-03-28,5,0.6523439,0.0787436,8656.0103,state,fb-survey
ND,smoothed_cli,2021-03-23,2021-03-28,5,1.2475044,0.3863951,732.7267,state,fb-survey
NE,smoothed_cli,2021-03-23,2021-03-28,5,1.0697092,0.2092271,1943.7298,state,fb-survey
NH,smoothed_cli,2021-03-23,2021-03-28,5,0.4730139,0.1604447,1649,state,fb-survey
NJ,smoothed_cli,2021-03-23,2021-03-28,5,0.5836138,0.0883735,6287.9971,state,fb-survey
NM,smoothed_cli,2021-03-23,2021-03-28,5,0.3943227,0.0951129,2861.1348,state,fb-survey
NV,smoothed_cli,2021-03-23,2021-03-28,5,0.5939943,0.1608615,2082.317,state,fb-survey
NY,smoothed_cli,2021-03-23,2021-03-28,5,0.5763446,0.0586272,13147.0002,state,fb-survey
OH,smoothed_cli,2021-03-23,2021-03-28,5,0.6774101,0.0741261,10271.9971,state,fb-survey
OK,smoothed_cli,2021-03-23,2021-03-28,5,0.7864938,0.1314961,3528.1704,state,fb-survey
OR,smoothed_cli,2021-03-23,2021-03-28,5,0.4549881,0.0958022,4019.1824,state,fb-survey
PA,smoothed_cli,2021-03-23,2021-03-28,5,0.833456,0.0766904,11601.0066,state,fb-survey
RI,smoothed_cli,2021-03-23,2021-03-28,5,0.2685127,0.135696,1048.9875,state,fb-survey
SC,smoothed_cli,2021-03-23,2021-03-28,5,0.8817716,0.1163119,5311.0023,state,fb-survey
SD,smoothed_cli,2021-03-23,2021-03-28,5,0.4708328,0.2029384,953.8955,state,fb-survey
TN,smoothed_cli,2021-03-23,2021-03-28,5,0.8348683,0.1084387,5489.807,state,fb-survey
TX,smoothed_cli,2021-03-23,2021-03-28,5,0.6595897,0.0537891,18391.911,state,fb-survey
UT,smoothed_cli,2021-03-23,2021-03-28,5,0.9611609,0.1768797,2537.0739,state,fb-survey
VA,smoothed_cli,2021-03-23,2021-03-28,5,0.615454,0.0813937,7841.7135,state,fb-survey
VT,smoothed_cli,2021-03-23,2021-03-28,5,0.2546858,0.169,818.0013,state,fb-survey
WA,smoothed_cli,2021-03-23,2021-03-28,5,0.4495148,0.0703666,6895.9605,state,fb-survey
WI,smoothed_cli,2021-03-23,2021-03-28,5,0.5750731,0.092337,5366.9628,state,fb-survey
WV,smoothed_cli,2021-03-23,2021-03-28,5,0.8994493,0.1910796,2111.1044,state,fb-survey
WY,smoothed_cli,2021-03-23,2021-03-28,5,1.4115575,0.434143,652.9689,state,fb-survey
AK,smoothed_cli,2021-03-24,2021-03-29,5,0.7795652,0.2655334,817,state,fb-survey
AL,smoothed_cli,2021-03-24,2021-03-29,5,0.8867492,0.1399874,3611.0789,state,fb-survey
AR,smoothed_cli,2021-03-24,2021-03-29,5,0.4228675,0.122957,2465.0057,state,fb-survey
AZ,smoothed_cli,2021-03-24,2021-03-29,5,0.614211,0.0980656,5228.219,state,fb-survey
CA,smoothed_cli,2021-03-24,2021-03-29,5,0.5268419,0.0433639,23118.2634,state,fb-survey
CO,smoothed_cli,2021-03-24,2021-03-29,5,0.750604,0.1144921,4933.815,state,fb-survey
CT,smoothed_cli,2021-03-24,2021-03-29,5,0.4906881,0.1024366,3843,state,fb-survey
DC,smoothed_cli,2021-03-24,2021-03-29,5,0.8631714,0.4355777,391,state,fb-survey
DE,smoothed_cli,2021-03-24,2021-03-29,5,0.3289665,0.1582459,1145,state,fb-survey
FL,smoothed_cli,2021-03-24,2021-03-29,5,0.637807,0.0529396,18027.9993,state,fb-survey
GA,smoothed_cli,2021-03-24,2021-03-29,5,0.803383,0.0996859,6414.9437,state,fb-survey
HI,smoothed_cli,2021-03-24,2021-03-29,5,0.2955426,0.1660019,1032,state,fb-survey
IA,smoothed_cli,2021-03-24,2021-03-29,5,0.6677956,0.1212122,3762.3459,state,fb-survey
ID,smoothed_cli,2021-03-24,2021-03-29,5,1.0746727,0.2139881,1902.5703,state,fb-survey
IL,smoothed_cli,2021-03-24,2021-03-29,5,0.6359045,0.0688658,10697.0209,state,fb-survey
IN,smoothed_cli,2021-03-24,2021-03-29,5,0.9359836,0.1146979,5755.0032,state,fb-survey
KS,smoothed_cli,2021-03-24,2021-03-29,5,0.4999151,0.1204482,3005.0615,state,fb-survey
KY,smoothed_cli,2021-03-24,2021-03-29,5,0.7704872,0.1270095,3938.4973,state,fb-survey
LA,smoothed_cli,2021-03-24,2021-03-29,5,0.7795841,0.1290073,3475.3688,state,fb-survey
MA,smoothed_cli,2021-03-24,2021-03-29,5,0.3204445,0.0754237,4949.0115,state,fb-survey
MD,smoothed_cli,2021-03-24,2021-03-29,5,0.5249965,0.098883,4299.998,state,fb-survey
ME,smoothed_cli,2021-03-24,2021-03-29,5,0.8610082,0.1930359,1915,state,fb-survey
MI,smoothed_cli,2021-03-24,2021-03-29,5,0.7283889,0.0695918,11548.0344,state,fb-survey
MN,smoothed_cli,2021-03-24,2021-03-29,5,0.6415319,0.1069944,4425.0115,state,fb-survey
MO,smoothed_cli,2021-03-24,2021-03-29,5,0.4863348,0.0886326,4884.7763,state,fb-survey
MS,smoothed_cli,2021-03-24,2021-03-29,5,0.8534841,0.1657325,2363.7293,state,fb-survey
MT,smoothed_cli,2021-03-24,2021-03-29,5,0.5414903,0.183234,1349.658,state,fb-survey
NC,smoothed_cli,2021-03-24,2021-03-29,5,0.6373721,0.0783418,8641.0089,state,fb-survey
ND,smoothed_cli,2021-03-24,2021-03-29,5,1.196406,0.3820647,752.1884,state,fb-survey
NE,smoothed_cli,2021-03-24,2021-03-29,5,0.9955607,0.201144,1948.6999,state,fb-survey
NH,smoothed_cli,2021-03-24,2021-03-29,5,0.4189772,0.1510484,1623,state,fb-survey
NJ,smoothed_cli,2021-03-24,2021-03-29,5,0.5850998,0.0870047,6328.9974,state,fb-survey
NM,smoothed_cli,2021-03-24,2021-03-29,5,0.3938588,0.0970856,2849.7592,state,fb-survey
NV,smoothed_cli,2021-03-24,2021-03-29,5,0.6352403,0.1695002,2052.044,state,fb-survey
NY,smoothed_cli,2021-03-24,2021-03-29,5,0.6354055,0.0620047,13193.9996,state,fb-survey
OH,smoothed_cli,2021-03-24,2021-03-29,5,0.6548401,0.0732845,10213.0018,state,fb-survey
OK,smoothed_cli,2021-03-24,2021-03-29,5,0.7187189,0.1247283,3601.928,state,fb-survey
OR,smoothed_cli,2021-03-24,2021-03-29,5,0.4740353,0.0970245,4038.1879,state,fb-survey
PA,smoothed_cli,2021-03-24,2021-03-29,5,0.7921665,0.0747349,11661.0066,state,fb-survey
RI,smoothed_cli,2021-03-24,2021-03-29,5,0.2718819,0.1373926,1035.9885,state,fb-survey
SC,smoothed_cli,2021-03-24,2021-03-29,5,0.8545653,0.1166046,5326.0023,state,fb-survey
SD,smoothed_cli,2021-03-24,2021-03-29,5,0.5117745,0.2082634,942.6599,state,fb-survey
TN,smoothed_cli,2021-03-24,2021-03-29,5,0.8608745,0.1102301,5505.4955,state,fb-survey
TX,smoothed_cli,2021-03-24,2021-03-29,5,0.6839989,0.0545539,18309.1469,state,fb-survey
UT,smoothed_cli,2021-03-24,2021-03-29,5,0.8488801,0.1645991,2519.3564,state,fb-survey
VA,smoothed_cli,2021-03-24,2021-03-29,5,0.5542281,0.0777881,7785.2991,state,fb-survey
VT,smoothed_cli,2021-03-24,2021-03-29,5,0.2495006,0.1655703,835.0014,state,fb-survey
WA,smoothed_cli,2021-03-24,2021-03-29,5,0.3954882,0.0657897,6864.955,state,fb-survey
WI,smoothed_cli,2021-03-24,2021-03-29,5,0.6137009,0.0975542,5409.963,state,fb-survey
WV,smoothed_cli,2021-03-24,2021-03-29,5,0.7517691,0.1750159,2083.104,state,fb-survey
WY,smoothed_cli,2021-03-24,2021-03-29,5,1.5752555,0.4797446,616.9542,state,fb-survey
AK,smoothed_cli,2021-03-25,2021-03-30,5,0.6460948,0.2473199,831,state,fb-survey
AL,smoothed_cli,2021-03-25,2021-03-30,5,0.8793674,0.139687,3611.0835,state,fb-survey
AR,smoothed_cli,2021-03-25,2021-03-30,5,0.3544617,0.1062913,2447.0068,state,fb-survey
AZ,smoothed_cli,2021-03-25,2021-03-30,5,0.5998732,0.0974994,5231.0498,state,fb-survey
CA,smoothed_cli,2021-03-25,2021-03-30,5,0.5423927,0.0443955,22881.319,state,fb-survey
CO,smoothed_cli,2021-03-25,2021-03-30,5,0.7449159,0.1111431,4942.7862,state,fb-survey
CT,smoothed_cli,2021-03-25,2021-03-30,5,0.3902946,0.0905962,3828,state,fb-survey
DC,smoothed_cli,2021-03-25,2021-03-30,5,0.6074169,0.3546434,391,state,fb-survey
DE,smoothed_cli,2021-03-25,2021-03-30,5,0.331825,0.1612086,1105,state,fb-survey
FL,smoothed_cli,2021-03-25,2021-03-30,5,0.6158919,0.0521918,17736.9993,state,fb-survey
GA,smoothed_cli,2021-03-25,2021-03-30,5,0.7202522,0.0943572,6390.951,state,fb-survey
HI,smoothed_cli,2021-03-25,2021-03-30,5,0.3604497,0.1747627,1008,state,fb-survey
IA,smoothed_cli,2021-03-25,2021-03-30,5,0.743505,0.1286256,3742.378,state,fb-survey
ID,smoothed_cli,2021-03-25,2021-03-30,5,0.9990082,0.2054235,1917.4183,state,fb-survey
IL,smoothed_cli,2021-03-25,2021-03-30,5,0.6203248,0.0689858,10608.0001,state,fb-survey
IN,smoothed_cli,2021-03-25,2021-03-30,5,0.9099848,0.1122549,5688.0024,state,fb-survey
KS,smoothed_cli,2021-03-25,2021-03-30,5,0.5162365,0.1224774,2981.0615,state,fb-survey
KY,smoothed_cli,2021-03-25,2021-03-30,5,0.779472,0.1251305,3894.2563,state,fb-survey
LA,smoothed_cli,2021-03-25,2021-03-30,5,0.7662076,0.1297804,3467.3685,state,fb-survey
MA,smoothed_cli,2021-03-25,2021-03-30,5,0.3845822,0.0817727,4895.01,state,fb-survey
MD,smoothed_cli,2021-03-25,2021-03-30,5,0.5141361,0.098361,4270.9983,state,fb-survey
ME,smoothed_cli,2021-03-25,2021-03-30,5,0.8735342,0.1973754,1878,state,fb-survey
MI,smoothed_cli,2021-03-25,2021-03-30,5,0.7061654,0.0689522,11581.0345,state,fb-survey
MN,smoothed_cli,2021-03-25,2021-03-30,5,0.5762118,0.1047405,4371.0606,state,fb-survey
MO,smoothed_cli,2021-03-25,2021-03-30,5,0.4241731,0.0809573,4777.7991,state,fb-survey
MS,smoothed_cli,2021-03-25,2021-03-30,5,0.8145601,0.1662749,2299.7176,state,fb-survey
MT,smoothed_cli,2021-03-25,2021-03-30,5,0.574676,0.1927461,1358.6394,state,fb-survey
NC,smoothed_cli,2021-03-25,2021-03-30,5,0.5825031,0.0754222,8543.0083,state,fb-survey
ND,smoothed_cli,2021-03-25,2021-03-30,5,1.526652,0.4322656,742.1882,state,fb-survey
NE,smoothed_cli,2021-03-25,2021-03-30,5,0.8383641,0.1856659,1938.6339,state,fb-survey
NH,smoothed_cli,2021-03-25,2021-03-30,5,0.3910615,0.1490315,1611,state,fb-survey
NJ,smoothed_cli,2021-03-25,2021-03-30,5,0.6190554,0.090806,6322.9971,state,fb-survey
NM,smoothed_cli,2021-03-25,2021-03-30,5,0.4699816,0.1130857,2808.1496,state,fb-survey
NV,smoothed_cli,2021-03-25,2021-03-30,5,0.6707403,0.1713367,2055.2615,state,fb-survey
NY,smoothed_cli,2021-03-25,2021-03-30,5,0.6340978,0.0625311,13102.9996,state,fb-survey
OH,smoothed_cli,2021-03-25,2021-03-30,5,0.6471744,0.0738668,10118.0013,state,fb-survey
OK,smoothed_cli,2021-03-25,2021-03-30,5,0.6932412,0.1222152,3562.9278,state,fb-survey
OR,smoothed_cli,2021-03-25,2021-03-30,5,0.4989228,0.0963118,4087.1893,state,fb-survey
PA,smoothed_cli,2021-03-25,2021-03-30,5,0.7754919,0.0741273,11471.0059,state,fb-survey
RI,smoothed_cli,2021-03-25,2021-03-30,5,0.573076,0.2201148,1014.99,state,fb-survey
SC,smoothed_cli,2021-03-25,2021-03-30,5,0.8467586,0.1160687,5204.003,state,fb-survey
SD,smoothed_cli,2021-03-25,2021-03-30,5,0.6566298,0.2479258,886.6528,state,fb-survey
TN,smoothed_cli,2021-03-25,2021-03-30,5,0.8447103,0.1069846,5526.7365,state,fb-survey
TX,smoothed_cli,2021-03-25,2021-03-30,5,0.7008371,0.0556911,18046.1402,state,fb-survey
UT,smoothed_cli,2021-03-25,2021-03-30,5,0.8692034,0.1681016,2522.1789,state,fb-survey
VA,smoothed_cli,2021-03-25,2021-03-30,5,0.5980448,0.0812901,7705.2861,state,fb-survey
VT,smoothed_cli,2021-03-25,2021-03-30,5,0.3778588,0.208732,816.0015,state,fb-survey
WA,smoothed_cli,2021-03-25,2021-03-30,5,0.3699362,0.0642824,6766.9552,state,fb-survey
WI,smoothed_cli,2021-03-25,2021-03-30,5,0.6103618,0.0976949,5384.9627,state,fb-survey
WV,smoothed_cli,2021-03-25,2021-03-30,5,0.7629992,0.1739152,2064.0546,state,fb-survey
WY,smoothed_cli,2021-03-25,2021-03-30,5,1.3185306,0.4392493,628.8343,state,fb-survey
AK,smoothed_cli,2021-03-26,2021-03-31,5,0.7970137,0.2805538,826,state,fb-survey
AL,smoothed_cli,2021-03-26,2021-03-31,5,0.8366943,0.1376654,3576.0887,state,fb-survey
AR,smoothed_cli,2021-03-26,2021-03-31,5,0.4398316,0.1218652,2426.749,state,fb-survey
AZ,smoothed_cli,2021-03-26,2021-03-31,5,0.6049633,0.0967305,5229.4671,state,fb-survey
CA,smoothed_cli,2021-03-26,2021-03-31,5,0.5584065,0.0456021,22479.3151,state,fb-survey
CO,smoothed_cli,2021-03-26,2021-03-31,5,0.6839941,0.1061891,4906.7565,state,fb-survey
CT,smoothed_cli,2021-03-26,2021-03-31,5,0.3909444,0.0922886,3748,state,fb-survey
DC,smoothed_cli,2021-03-26,2021-03-31,5,0.9615385,0.4397549,403,state,fb-survey
DE,smoothed_cli,2021-03-26,2021-03-31,5,0.3777576,0.1676322,1103,state,fb-survey
FL,smoothed_cli,2021-03-26,2021-03-31,5,0.6228105,0.0528494,17508.9988,state,fb-survey
GA,smoothed_cli,2021-03-26,2021-03-31,5,0.7756761,0.0993724,6275.9456,state,fb-survey
HI,smoothed_cli,2021-03-26,2021-03-31,5,0.1333976,0.0992075,1037,state,fb-survey
IA,smoothed_cli,2021-03-26,2021-03-31,5,0.8489265,0.1373987,3711.4148,state,fb-survey
ID,smoothed_cli,2021-03-26,2021-03-31,5,1.0220709,0.2085522,1916.4183,state,fb-survey
IL,smoothed_cli,2021-03-26,2021-03-31,5,0.6052451,0.0688141,10560.9996,state,fb-survey
IN,smoothed_cli,2021-03-26,2021-03-31,5,0.8802421,0.1124813,5656.006,state,fb-survey
KS,smoothed_cli,2021-03-26,2021-03-31,5,0.3919769,0.1020963,2933.0051,state,fb-survey
KY,smoothed_cli,2021-03-26,2021-03-31,5,0.8185882,0.1316668,3862.2499,state,fb-survey
LA,smoothed_cli,2021-03-26,2021-03-31,5,0.8105797,0.133743,3479.5536,state,fb-survey
MA,smoothed_cli,2021-03-26,2021-03-31,5,0.4302601,0.0869754,4724.0085,state,fb-survey
MD,smoothed_cli,2021-03-26,2021-03-31,5,0.4530902,0.0917791,4187.998,state,fb-survey
ME,smoothed_cli,2021-03-26,2021-03-31,5,0.7626809,0.1792803,1874,state,fb-survey
MI,smoothed_cli,2021-03-26,2021-03-31,5,0.7870285,0.0731222,11502.0356,state,fb-survey
MN,smoothed_cli,2021-03-26,2021-03-31,5,0.5081381,0.096847,4371.0282,state,fb-survey
MO,smoothed_cli,2021-03-26,2021-03-31,5,0.5057824,0.0882631,4754.8719,state,fb-survey
MS,smoothed_cli,2021-03-26,2021-03-31,5,0.7217405,0.160693,2244.5787,state,fb-survey
MT,smoothed_cli,2021-03-26,2021-03-31,5,0.5815916,0.1941185,1359.6051,state,fb-survey
NC,smoothed_cli,2021-03-26,2021-03-31,5,0.5662501,0.0750367,8332.0079,state,fb-survey
ND,smoothed_cli,2021-03-26,2021-03-31,5,1.3556286,0.4018119,737.3911,state,fb-survey
NE,smoothed_cli,2021-03-26,2021-03-31,5,0.6761123,0.1686054,1923.6304,state,fb-survey
NH,smoothed_cli,2021-03-26,2021-03-31,5,0.4694547,0.1611053,1626,state,fb-survey
NJ,smoothed_cli,2021-03-26,2021-03-31,5,0.5417916,0.0836819,6245.9974,state,fb-survey
NM,smoothed_cli,2021-03-26,2021-03-31,5,0.3977686,0.1030018,2821.762,state,fb-survey
NV,smoothed_cli,2021-03-26,2021-03-31,5,0.5241346,0.152725,2003.2654,state,fb-survey
NY,smoothed_cli,2021-03-26,2021-03-31,5,0.6668501,0.0647803,12871.0004,state,fb-survey
OH,smoothed_cli,2021-03-26,2021-03-31,5,0.6251095,0.0726246,10008.9985,state,fb-survey
OK,smoothed_cli,2021-03-26,2021-03-31,5,0.6968851,0.1215246,3505.9844,state,fb-survey
OR,smoothed_cli,2021-03-26,2021-03-31,5,0.4628289,0.0944651,4010.1947,state,fb-survey
PA,smoothed_cli,2021-03-26,2021-03-31,5,0.8387228,0.0774212,11342.0054,state,fb-survey
RI,smoothed_cli,2021-03-26,2021-03-31,5,0.6717227,0.2463741,989.9915,state,fb-survey
SC,smoothed_cli,2021-03-26,2021-03-31,5,0.8087728,0.1145123,5061.0025,state,fb-survey
SD,smoothed_cli,2021-03-26,2021-03-31,5,0.8137544,0.2735136,899.4895,state,fb-survey
TN,smoothed_cli,2021-03-26,2021-03-31,5,0.7849327,0.1034836,5502.7415,state,fb-survey
TX,smoothed_cli,2021-03-26,2021-03-31,5,0.7333935,0.0575468,17862.1394,state,fb-survey
UT,smoothed_cli,2021-03-26,2021-03-31,5,0.6167498,0.1403667,2496.1741,state,fb-survey
VA,smoothed_cli,2021-03-26,2021-03-31,5,0.6105373,0.0822651,7639.8713,state,fb-survey
VT,smoothed_cli,2021-03-26,2021-03-31,5,0.3873528,0.2139558,796.0013,state,fb-survey
WA,smoothed_cli,2021-03-26,2021-03-31,5,0.3770119,0.0639487,6723.9491,state,fb-survey
WI,smoothed_cli,2021-03-26,2021-03-31,5,0.5943721,0.0967993,5341.9627,state,fb-survey
WV,smoothed_cli,2021-03-26,2021-03-31,5,0.7360038,0.1736308,2031.0545,state,fb-survey
WY,smoothed_cli,2021-03-26,2021-03-31,5,1.1262838,0.4035546,630.8331,state,fb-survey
AK,smoothed_cli,2021-03-27,2021-04-01,5,0.6338321,0.2380859,802,state,fb-survey
AL,smoothed_cli,2021-03-27,2021-04-01,5,0.838923,0.1380232,3587.102,state,fb-survey
AR,smoothed_cli,2021-03-27,2021-04-01,5,0.5111446,0.1376276,2366.8941,state,fb-survey
AZ,smoothed_cli,2021-03-27,2021-04-01,5,0.5915459,0.097494,5131.1274,state,fb-survey
CA,smoothed_cli,2021-03-27,2021-04-01,5,0.5553434,0.0457506,22241.2279,state,fb-survey
CO,smoothed_cli,2021-03-27,2021-04-01,5,0.6554469,0.1047356,4807.6982,state,fb-survey
CT,smoothed_cli,2021-03-27,2021-04-01,5,0.303378,0.081871,3735,state,fb-survey
DC,smoothed_cli,2021-03-27,2021-04-01,5,0.877724,0.4252928,413,state,fb-survey
DE,smoothed_cli,2021-03-27,2021-04-01,5,0.4839424,0.1813717,1075,state,fb-survey
FL,smoothed_cli,2021-03-27,2021-04-01,5,0.6330208,0.0537829,17342.9986,state,fb-survey
GA,smoothed_cli,2021-03-27,2021-04-01,5,0.7844355,0.1009914,6164.9376,state,fb-survey
HI,smoothed_cli,2021-03-27,2021-04-01,5,0.2559119,0.1412553,1029,state,fb-survey
IA,smoothed_cli,2021-03-27,2021-04-01,5,0.8312013,0.1374343,3725.3938,state,fb-survey
ID,smoothed_cli,2021-03-27,2021-04-01,5,1.0135816,0.2111492,1902.7971,state,fb-survey
IL,smoothed_cli,2021-03-27,2021-04-01,5,0.622494,0.0702117,10582,state,fb-survey
IN,smoothed_cli,2021-03-27,2021-04-01,5,0.8445936,0.1104351,5653.0063,state,fb-survey
KS,smoothed_cli,2021-03-27,2021-04-01,5,0.395549,0.1066324,2900.8583,state,fb-survey
KY,smoothed_cli,2021-03-27,2021-04-01,5,0.791268,0.1300619,3841.937,state,fb-survey
LA,smoothed_cli,2021-03-27,2021-04-01,5,0.8618257,0.1382033,3499.5534,state,fb-survey
MA,smoothed_cli,2021-03-27,2021-04-01,5,0.5296188,0.0963535,4703.0085,state,fb-survey
MD,smoothed_cli,2021-03-27,2021-04-01,5,0.40638,0.0874758,4086.9982,state,fb-survey
ME,smoothed_cli,2021-03-27,2021-04-01,5,0.7242262,0.1712546,1839.2234,state,fb-survey
MI,smoothed_cli,2021-03-27,2021-04-01,5,0.8410694,0.0760646,11548.0193,state,fb-survey
MN,smoothed_cli,2021-03-27,2021-04-01,5,0.5146283,0.0985994,4307.5887,state,fb-survey
MO,smoothed_cli,2021-03-27,2021-04-01,5,0.4942714,0.0864629,4730.7251,state,fb-survey
MS,smoothed_cli,2021-03-27,2021-04-01,5,0.7474554,0.1663047,2220.819,state,fb-survey
MT,smoothed_cli,2021-03-27,2021-04-01,5,0.6581951,0.2070503,1365.624,state,fb-survey
NC,smoothed_cli,2021-03-27,2021-04-01,5,0.552334,0.0743455,8262.0084,state,fb-survey
ND,smoothed_cli,2021-03-27,2021-04-01,5,1.266521,0.3932653,710.4175,state,fb-survey
NE,smoothed_cli,2021-03-27,2021-04-01,5,0.9198951,0.2057022,1863.7576,state,fb-survey
NH,smoothed_cli,2021-03-27,2021-04-01,5,0.5228507,0.1627729,1644.7766,state,fb-survey
NJ,smoothed_cli,2021-03-27,2021-04-01,5,0.6196116,0.0914638,6133.9978,state,fb-survey
NM,smoothed_cli,2021-03-27,2021-04-01,5,0.4192921,0.1063127,2776.9557,state,fb-survey
NV,smoothed_cli,2021-03-27,2021-04-01,5,0.480982,0.1464888,1975.0797,state,fb-survey
NY,smoothed_cli,2021-03-27,2021-04-01,5,0.6523074,0.0637924,12723,state,fb-survey
OH,smoothed_cli,2021-03-27,2021-04-01,5,0.685901,0.0769047,9849.9998,state,fb-survey
OK,smoothed_cli,2021-03-27,2021-04-01,5,0.7323232,0.1293997,3437.7415,state,fb-survey
OR,smoothed_cli,2021-03-27,2021-04-01,5,0.3862979,0.087094,3929.0932,state,fb-survey
PA,smoothed_cli,2021-03-27,2021-04-01,5,0.8413908,0.0776293,11219.0054,state,fb-survey
RI,smoothed_cli,2021-03-27,2021-04-01,5,0.7902958,0.2619777,967.9915,state,fb-survey
SC,smoothed_cli,2021-03-27,2021-04-01,5,0.806115,0.115545,4956.0033,state,fb-survey
SD,smoothed_cli,2021-03-27,2021-04-01,5,0.9508946,0.2980255,900.9105,state,fb-survey
TN,smoothed_cli,2021-03-27,2021-04-01,5,0.7921197,0.1043243,5417.0529,state,fb-survey
TX,smoothed_cli,2021-03-27,2021-04-01,5,0.7442725,0.0580837,17637.4869,state,fb-survey
UT,smoothed_cli,2021-03-27,2021-04-01,5,0.5546068,0.1394393,2433.2767,state,fb-survey
VA,smoothed_cli,2021-03-27,2021-04-01,5,0.6574513,0.0858655,7545.5856,state,fb-survey
VT,smoothed_cli,2021-03-27,2021-04-01,5,0.3548382,0.2156032,775.0011,state,fb-survey
WA,smoothed_cli,2021-03-27,2021-04-01,5,0.4085889,0.0663123,6657.9447,state,fb-survey
WI,smoothed_cli,2021-03-27,2021-04-01,5,0.6819935,0.1044226,5333.98,state,fb-survey
WV,smoothed_cli,2021-03-27,2021-04-01,5,0.7974892,0.1815858,2020.0549,state,fb-survey
WY,smoothed_cli,2021-03-27,2021-04-01,5,1.0268703,0.3853172,618.8442,state,fb-survey
AK,smoothed_cli,2021-03-28,2021-04-02,5,0.4403708,0.192064,791,state,fb-survey
AL,smoothed_cli,2021-03-28,2021-04-02,5,0.7755485,0.1348616,3553.0819,state,fb-survey
AR,smoothed_cli,2021-03-28,2021-04-02,5,0.5856512,0.1503313,2336.0858,state,fb-survey
AZ,smoothed_cli,2021-03-28,2021-04-02,5,0.5441312,0.0940708,5062.811,state,fb-survey
CA,smoothed_cli,2021-03-28,2021-04-02,5,0.5489453,0.0460466,21831.1743,state,fb-survey
CO,smoothed_cli,2021-03-28,2021-04-02,5,0.5801767,0.0986475,4793.6978,state,fb-survey
CT,smoothed_cli,2021-03-28,2021-04-02,5,0.3522798,0.0886831,3741,state,fb-survey
DC,smoothed_cli,2021-03-28,2021-04-02,5,0.9821429,0.4341265,420,state,fb-survey
DE,smoothed_cli,2021-03-28,2021-04-02,5,0.4889456,0.1832376,1064,state,fb-survey
FL,smoothed_cli,2021-03-28,2021-04-02,5,0.5953436,0.0520691,17142.998,state,fb-survey
GA,smoothed_cli,2021-03-28,2021-04-02,5,0.760241,0.1002641,6073.9464,state,fb-survey
HI,smoothed_cli,2021-03-28,2021-04-02,5,0.3572599,0.1624414,1017,state,fb-survey
IA,smoothed_cli,2021-03-28,2021-04-02,5,0.8192169,0.137299,3609.4616,state,fb-survey
ID,smoothed_cli,2021-03-28,2021-04-02,5,0.8408439,0.1841745,1898.8416,state,fb-survey
IL,smoothed_cli,2021-03-28,2021-04-02,5,0.6281866,0.0701573,10588.0004,state,fb-survey
IN,smoothed_cli,2021-03-28,2021-04-02,5,0.7766463,0.1035878,5615.0065,state,fb-survey
KS,smoothed_cli,2021-03-28,2021-04-02,5,0.5348698,0.1279097,2864.9175,state,fb-survey
KY,smoothed_cli,2021-03-28,2021-04-02,5,0.884015,0.1408488,3761.2501,state,fb-survey
LA,smoothed_cli,2021-03-28,2021-04-02,5,0.8955821,0.1443122,3411.3686,state,fb-survey
MA,smoothed_cli,2021-03-28,2021-04-02,5,0.5610583,0.0992264,4688.0105,state,fb-survey
MD,smoothed_cli,2021-03-28,2021-04-02,5,0.3899154,0.0861634,4091.9984,state,fb-survey
ME,smoothed_cli,2021-03-28,2021-04-02,5,0.7915546,0.1792459,1851.2234,state,fb-survey
MI,smoothed_cli,2021-03-28,2021-04-02,5,0.952963,0.0820254,11630.0182,state,fb-survey
MN,smoothed_cli,2021-03-28,2021-04-02,5,0.5582813,0.1023423,4321.5605,state,fb-survey
MO,smoothed_cli,2021-03-28,2021-04-02,5,0.5863261,0.0960782,4681.6437,state,fb-survey
MS,smoothed_cli,2021-03-28,2021-04-02,5,0.7264298,0.1699458,2191.0046,state,fb-survey
